ID,DATE,TIME,SECCHI,.SAMPLES,STATION,NET_DIA,TEMP,ROT_1C1,ROT_1C2,ROT_1C3,ROT_1AVe,ROT_1,ACOP_1C1,ACOP_1C2,ACOP_1C3,ACOP_1AVE,ACOP_1,NCOP_1C1,NCOP_1C2,NCOP_1C3,NCOP_1AVE,NCOP_1,CLAD_1C1,CLAD_1C2,CLAD_1C3,CLAD_1AVE,CLAD_1,BOS_1C1,BOS_1C2,BOS_1C3,BOS_1AVE,BOS_1,OTH_1C1,OTH_1C2,OTH_1C3,OTH_1AVE,OTH_1,TOT_1,DEPTH_1,CELL_VOL1,ROT_2C1,ROT_2C2,ROT_2C3,ROT_2AVE,ROT_2,ACOP_2C1,ACOP_2C2,ACOP_2C3,ACOP_2AVE,ACOP_2,NCOP_2C1,NCOP_2C2,NCOP_2C3,NCOP_2AVE,NCOP_2,CLAD_2C1,CLAD_2C2,CLAD_2C3,CLAD_2AVE,CLAD_2,BOS_2C1,BOS_2C2,BOS_2C3,BOS_2AVE,BOS_2,OTH_2C1,OTH_2C2,OTH_2C3,OTH_2AVE,OTH_2,TOT_2,DEPTH_2,CELL_VOL2,TOT_AVE,ROT_AVE,ACOP_AVE,NCOP_AVE,CLAD_AVE,BOS_AVE,OTH_AVE,comments
521,10/7/2004,1/0/1900,0.5,2,nc_is,0.031399999,73,41,45,44,43.33333206,39429.78169,0,2,0,0.666666687,606.6121179,15,6,24,15,13648.77161,0,1,0,0.333333343,303.3060589,0,0,1,0.333333343,303.3060589,0,0,0,0,0,54291.77754,3.5,100,33,39,37,36.33333206,33060.35674,0,0,1,0.333333343,303.3060448,19,23,9,17,15468.60783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48832.27061,3.5,100,51562.02408,36245.06922,454.9590813,14558.68972,151.6530295,151.6530295,0,
522,10/7/2004,1/0/1900,13,2,nc_ow,0.031399999,71,3,7,2,4,636.9426752,30,27,25,27.33333397,4352.441873,25,30,36,30.33333397,4830.148879,14,21,12,15.66666698,2494.692274,6,6,4,5.333333492,849.256965,0,0,0,0,0,13163.48267,40,200,3,4,2,3,477.7070064,13,11,14,12.66666698,2016.985189,30,38,18,28.66666603,4564.755737,12,5,4,7,1114.649682,2,5,3,3.333333254,530.78555,0,0,0,0,0,8704.883164,40,200,10934.18291,557.3248408,3184.713531,4697.452308,1804.670978,690.0212575,0,
523,10/7/2004,1/0/1900,10,2,pb_ow,0.031399999,72,3,4,4,3.666666746,510.8811202,25,11,25,20.33333397,2833.06807,18,27,24,23,3204.617834,19,19,19,19,2647.292994,6,5,8,6.333333492,882.4310303,0,0,0,0,0,10078.29105,40,175,2,1,2,1.666666627,232.2186781,24,22,21,22.33333397,3111.73045,21,22,23,22,3065.286624,27,27,22,25.33333397,3529.72408,3,4,5,4,557.3248408,0,0,1,0.333333343,0,10496.28467,40,175,10287.28786,371.5498992,2972.39926,3134.952229,3088.508537,719.8779355,0,1 leptadora in second sample (OTHER)
524,10/7/2004,1/0/1900,0.5,2,ww_is,0.031399999,70,64,69,63,65.33333588,138711.9638,3,3,2,2.666666746,5661.7131,9,8,7,8,16985.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161358.8149,1.5,100,92,85,66,81,171974.5223,1,2,1,1.333333373,2830.856418,17,14,13,14.66666698,31139.42035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205944.7991,1.5,100,183651.807,155343.2431,4246.284759,24062.27918,0,0,0,
525,10/7/2004,1/0/1900,0.5,2,wc_is,0.031399999,78,77,91,84,84,133757.9618,2,2,3,2.333333254,3715.498857,11,4,9,8,12738.8535,0,0,1,0.333333343,530.7856031,2,2,1,1.666666627,2653.927651,0,0,0,0,0,153397.0274,2,100,99,95,93,95.66666412,152335.4524,4,1,4,3,4777.070064,7,5,8,6.666666508,10615.711,0,0,0,0,0,1,4,0,1.666666627,2653.92775,0,0,0,0,0,170382.1612,2,100,161889.5943,143046.7071,4246.284461,11677.28225,265.3928016,2653.927701,0,
526,10/7/2004,1/0/1900,3,2,ww_ow,0.031399999,70,34,17,15,22,3503.184713,25,31,35,30.33333397,4830.148879,27,36,24,29,4617.834395,3,6,8,5.666666508,902.3353917,26,31,19,25.33333397,4033.970535,0,0,0,0,0,17887.47391,40,200,48,35,40,41,6528.66242,29,18,28,25,3980.89172,23,15,29,22.33333397,3556.263371,7,8,7,7.333333492,1167.728263,31,25,21,25.66666603,4087.048731,0,0,0,0,0,19320.59451,40,200,18604.03421,5015.923567,4405.520299,4087.048883,1035.031827,4060.509633,0,
527,11/2/2004,1/0/1900,2.5,2,ww_ow,0.031399999,64,4,0,2,2,318.4713376,21,15,15,17,2707.006369,15,13,13,13.66666698,2176.220936,0,1,0,0.333333343,53.07856031,9,9,11,9.666666985,1539.278164,0,0,0,0,0,6794.055368,40,200,3,6,8,5.666666508,902.3354312,25,26,19,23.33333397,3715.49904,26,18,21,21.66666603,3450.106056,0,1,2,1,159.2356688,15,16,23,18,2866.242038,0,0,0,0,0,11093.41823,40,200,8943.736801,610.4033844,3211.252705,2813.163496,106.1571146,2202.760101,0,
528,11/5/2004,1/0/1900,5,2,pt_ow,0.031399999,63,27,23,14,21.33333397,3397.027601,28,36,38,34,5414.012739,76,75,82,77.66666412,12367.30361,1,1,0,0.666666687,106.1571125,4,0,4,2.666666746,424.6284501,0,0,0,0,0,21709.12951,30,150,19,22,27,22.66666603,3609.341725,31,16,17,21.33333397,3397.027702,65,71,68,68,10828.02548,1,1,1,1,159.2356688,2,4,3,3,477.7070064,0,0,0,0,0,18471.33758,30,150,20090.23355,3503.184663,4405.52022,11597.66454,132.6963907,451.1677282,0,thick with diatoms or algae -see data sheet for pic
529,11/9/2004,1/0/1900,2,2,gh_ow,0.031399999,60,7,6,6,6.333333492,1176.574707,13,19,11,14.33333302,2662.774153,28,32,33,31,5759.023355,0,2,2,1.333333373,247.69994,11,5,7,7.666666508,1424.27455,0,0,0,0,0,11270.3467,30,175,2,6,9,5.666666508,1052.72467,18,11,11,13.33333302,2476.999233,26,25,18,23,4272.823779,1,1,0,0.666666687,123.8499683,7,2,10,6.333333492,1176.574693,0,0,0,0,0,9102.972344,30,175,10186.65952,1114.649688,2569.886693,5015.923567,185.7749542,1300.424622,0,
530,11/11/2004,1/0/1900,6,2,rn_ow,0.031399999,62,1,4,7,4,557.3248408,11,13,6,10,1393.312102,14,12,15,13.66666698,1904.193271,14,6,10,10,1393.312102,1,0,1,0.666666687,92.88747751,0,0,0,0,0,5341.029793,40,175,4,0,3,2.333333254,325.106146,9,6,7,7.333333492,1021.76223,10,6,9,8.333333015,1161.093374,3,10,6,6.333333492,882.43102,0,0,0,0,0,0,0,0,0,0,3390.39277,40,175,4365.711282,441.2154934,1207.537166,1532.643322,1137.871561,46.44373876,0,
531,5/21/2003,1/0/1900,0.300000012,2,wc_is,0.01026,70,12,14,18,14.66666698,107212.4766,0,0,0,0,0,3,6,3,4,29239.76563,0,1,0,0.333333343,2436.647217,0,0,0,0,0,0,0,0,0,0,138888.8894,1,75,17,8,12,12.33333302,90155.94403,0,2,1,1,7309.941596,3,3,2,2.666666746,19493.17817,0,0,0,0,0,0,0,1,0.333333343,2436.647271,0,0,0,0,0,119395.7111,1,75,129142.3002,98684.2103,3654.970798,24366.4719,1218.323608,1218.323636,0,small dia net
532,5/21/2003,1/0/1900,6,2,nc_ow,0.01026,66,17,13,19,16.33333397,8378.646484,109,84,93,95.33333588,48903.9375,288,283,279,283.3333435,145343.875,4,6,6,5.333333492,2735.884766,4,0,2,2,1025.956665,0,0,0,0,0,206388.3004,19,100,28,41,25,31.33333397,16073.32197,95,81,58,78,40012.31132,277,294,171,247.3333282,126876.6427,12,7,9,9.333333015,4787.797773,2,3,0,1.666666627,854.9638968,0,0,0,0,0,188605.0377,19,100,197496.669,12225.98423,44458.12441,136110.2588,3761.841269,940.4602809,0,small dia net used
533,5/21/2003,1/0/1900,6,2,pb_ow,0.01026,66,11,4,12,9,4616.805176,77,75,88,80,41038.26953,187,170,192,183,93875.03906,7,17,14,12.66666698,6497.726074,0,0,0,0,0,0,0,0,0,0,146027.8398,19,100,11,4,12,9,4616.805153,77,75,88,80,41038.26802,187,170,192,183,93875.0381,7,17,14,12.66666698,6497.725933,0,0,0,0,0,0,0,0,0,0,146027.8372,19,100,146027.8385,4616.805164,41038.26878,93875.03858,6497.726004,0,0,"only one sample actually taken, small dia net used"
534,5/21/2003,1/0/1900,6,2,ww_ow,0.01026,68,17,9,14,13.33333302,7797.270996,48,37,39,41.33333206,24171.53906,24,19,22,21.66666603,12670.56543,21,23,23,22.33333397,13060.42871,0,0,0,0,0,0,0,0,0,0,57699.8042,12.5,75,13,15,7,11.66666698,9096.816159,18,49,36,34.33333206,26770.62869,37,32,38,35.66666794,27810.26678,28,30,17,25,19493.17695,0,0,1,0.333333343,259.9090338,0,0,0,0,0,83430.79761,12.5,100,70565.30091,8447.043578,25471.08388,20240.4161,16276.80283,129.9545169,0,
535,5/21/2003,1/0/1900,0.5,2,nc_is,0.01026,77,28,30,27,28.33333397,138076.6719,1,0,1,0.666666687,3248.863037,14,6,15,11.66666698,56855.10156,0,0,0,0,0,0,0,1,0.333333343,1624.431519,0,0,0,0,0,199805.068,1.5,75,29,33,32,31.33333397,152696.5655,3,1,0,1.333333373,6497.726254,15,8,17,13.33333302,64977.25905,0,0,0,0,0,1,1,0,0.666666687,3248.863127,0,0,0,0,0,227420.4139,1.5,75,213612.741,145386.6187,4873.294645,60916.18031,0,2436.647323,0,small dia net
536,5/21/2003,1/0/1900,0.600000024,2,ww_is,0.01026,62,7,10,11,9.333333015,45484.07813,0,0,0,0,0,3,5,1,3,14619.88281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60103.96094,1,50,0,0,6,2,14619.88319,0,0,0,0,0,0,0,2,0.666666687,4873.294543,0,0,0,0,0,0,0,1,0.333333343,2436.647271,0,0,0,0,0,21929.82501,1,75,41016.89297,30051.98066,0,9746.588678,0,1218.323636,0,small dia net used
537,5/28/2003,1/0/1900,4.5,2,ww_ow,0.01026,68,24,17,22,21,11808.36719,82,62,69,71,39923.52734,65,33,44,47.33333206,26615.68555,27,39,41,35.66666794,20055.48047,0,0,0,0,0,0,0,0,0,0,98403.06055,13,75,20,19,17,18.66666603,13995.10168,51,52,43,48.66666794,36487.23157,34,28,26,29.33333397,21992.30386,17,23,21,20.33333397,15244.66532,0,0,0,0,0,0,0,0,0,0,87719.30242,13,100,93061.18148,12901.73443,38205.37945,24303.9947,17650.0729,0,0,small dia net used
538,5/28/2003,1/0/1900,10,2,pb_ow,0.01026,74,15,18,24,19,2314.814697,52,61,60,57.66666794,7025.666504,54,53,62,56.33333206,6863.222656,20,17,19,18.66666603,2274.203857,0,0,0,0,0,0,0,0,0,0,18477.90771,40,50,17,21,20,19.33333397,3533.13849,52,55,50,52.33333206,9563.839849,53,56,64,57.66666794,10538.49918,3,12,13,9.333333015,1705.65295,0,0,0,0,0,0,0,0,0,0,25341.13047,40,75,21909.51909,2923.976594,8294.753177,8700.860916,1989.928404,0,0,used small dia net
539,10/6/2003,1/0/1900,3.5,2,ww_ow,0.031399999,73,92,122,116,110,45693.71484,3,3,5,3.666666746,1523.123779,28,26,31,28.33333397,11769.59375,0,1,0,0.333333343,138.4658051,12,28,18,19.33333397,8031.016602,0,0,0,0,0,67155.91478,11.5,150,67,94,66,75.66666412,31431.73633,8,3,4,5,2076.987052,37,40,28,35,14538.90936,2,1,0,1,415.3974104,26,28,20,24.66666603,10246.46919,0,0,0,0,0,58709.49935,11.5,150,62932.70706,38562.72559,1800.055416,13154.25156,276.9316077,9138.742897,0,
540,10/6/2003,1/0/1900,0.75,2,ww_is,0.031399999,72,14,29,25,22.66666603,108280.2578,5,5,5,5,23885.35156,8,3,9,6.666666508,31847.13477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164012.7441,1,150,34,36,27,32.33333206,102972.399,3,1,2,2,6369.426992,12,7,15,11.33333302,36093.41861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145435.2446,1,100,154723.9944,105626.3284,15127.38928,33970.27669,0,0,0,
541,4/18/2002,1/0/1900,9.399999619,2,nc_ow,0.031399999,56,26,26,31,27.66666603,4405.52002,78,69,117,88,14012.73926,112,84,114,103.3333359,16454.35352,4,10,4,6,955.4140625,0,0,0,0,0,0,0,0,0,0,35828.02686,40,200,38,34,38,36.66666794,4378.981313,75,88,112,91.66666412,10947.4526,111,153,147,137,16361.46597,12,13,9,11.33333302,1353.50323,0,1,0,0.333333343,39.80892083,0,0,0,0,0,33081.21204,40,150,34454.61945,4392.250666,12480.09593,16407.90975,1154.458646,19.90446042,0,
542,4/18/2002,1/0/1900,0.600000024,2,ww_is,0.031399999,52,9,9,4,7.333333492,17515.92383,51,44,40,45,107484.0781,13,10,17,13.33333302,31847.13477,1,0,1,0.666666687,1592.356689,4,0,4,2.666666746,6369.426758,0,0,0,0,0,164808.9202,2,150,16,10,21,15.66666698,37420.38434,37,15,32,28,66878.98342,16,10,12,12.66666698,30254.77897,1,0,1,0.666666687,1592.356796,2,1,1,1.333333373,3184.713591,0,0,0,0,0,139331.2171,2,150,152070.0686,27468.15408,87181.53077,31050.95687,1592.356742,4777.070174,0,
543,4/18/2002,1/0/1900,0.600000024,2,wc_is,0.031399999,60,5,9,6,6.666666508,42462.84375,0,0,0,0,0,1,2,1,1.333333373,8492.570313,0,0,1,0.333333343,2123.142578,0,0,1,0.333333343,2123.142578,0,0,0,0,0,55201.69922,0.5,100,6,6,16,9.333333015,59447.98324,2,1,2,1.666666627,10615.7114,6,1,2,3,19108.28098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89171.97561,0.5,100,72186.83742,50955.41349,5307.8557,13800.42564,1061.571289,1061.571289,0,
544,4/18/2002,1/0/1900,6.699999809,2,ww_ow,0.031399999,54,23,24,22,23,6104.03418,57,73,46,58.66666794,15569.71094,48,50,43,47,12473.46094,4,2,6,4,1061.571167,1,1,0,0.666666687,176.9285278,0,0,0,0,0,35385.70575,21,175,13,23,14,16.66666603,4423.212945,70,54,52,58.66666794,15569.7105,55,48,65,56,14861.99606,4,4,3,3.666666746,973.1069062,1,0,1,0.666666687,176.9285298,0,0,0,0,0,36004.95494,21,175,35695.33035,5263.623563,15569.71072,13667.7285,1017.339037,176.9285288,0,
545,4/18/2002,1/0/1900,10.10000038,2,pb_ow,0.031399999,55,18,21,17,18.66666603,2229.299561,93,99,116,102.6666641,12261.14746,176,157,159,164,19585.98828,14,13,8,11.66666698,1393.312134,0,0,1,0.333333343,39.808918,0,0,0,0,0,35509.55635,40,150,19,24,33,25.33333397,3025.477969,135,186,150,157,18750.00115,185,204,193,194,23168.79123,8,5,9,7.333333492,875.7962512,0,0,0,0,0,0,0,0,0,0,45820.06661,40,150,40664.81148,2627.388765,15505.57431,21377.38976,1134.554192,19.904459,0,
546,4/16/2003,1/0/1900,1.799999952,2,bf_is,0.031399999,54,1,3,2,2,4246.284668,1,5,1,2.333333254,4953.998535,9,16,14,13,27600.84961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36801.13281,1.5,100,3,1,3,2.333333254,4953.998407,1,0,0,0.333333343,707.7141033,4,4,4,4,8492.568987,0,0,0,0,0,0,1,0,0.333333343,707.7141033,0,0,0,0,0,14861.9956,1.5,100,25831.56421,4600.141538,2830.856319,18046.7093,0,353.8570517,0,
547,4/6/2003,1/0/1900,1.200000048,2,tc_is,0.031399999,62,8,5,8,7,22292.99414,79,73,70,74,235668.7969,27,36,17,26.66666603,84925.6875,3,2,4,3,9554.140625,1,1,0,0.666666687,2123.142578,0,0,0,0,0,354564.7617,1,100,8,7,3,6,19108.28098,80,60,62,67.33333588,214437.3835,9,14,10,11,35031.84846,0,1,0,0.333333343,1061.571197,0,0,0,0,0,0,0,0,0,0,269639.0841,1,100,312101.9229,20700.63756,225053.0902,59978.76798,5307.855911,1061.571289,0,
548,4/16/2003,1/0/1900,1,2,tc_ow,0.031399999,63,17,5,16,12.66666698,1764.862183,346,297,387,343.3333435,47837.05469,417,404,454,425,59215.76953,42,37,44,41,5712.580078,0,1,1,0.666666687,92.88748169,0,0,0,0,0,114623.154,40,175,12,11,12,11.66666698,1857.749634,352,316,309,325.6666565,51857.75104,432,414,386,410.6666565,65392.78372,42,29,48,39.66666794,6316.348786,0,0,0,0,0,0,0,0,0,0,125424.6332,40,200,120023.8936,1811.305908,49847.40286,62304.27662,6014.464432,46.44374084,0,
549,4/16/2003,1/0/1900,6,2,bf_ow,0.031399999,54,44,36,34,38,4538.216797,334,331,301,322,38455.41797,232,265,277,258,30812.10352,58,57,52,55.66666794,6648.089355,0,0,1,0.333333343,39.808918,0,0,0,0,0,80493.63655,40,150,45,46,38,43,10893.16811,190,234,153,192.3333282,48723.70412,158,164,163,161.6666718,40954.93564,46,37,34,39,9879.850143,1,0,0,0.333333343,84.44316613,0,0,0,0,0,110536.1012,22,175,95514.86886,7715.692452,43589.56104,35883.51958,8263.969749,62.12604206,0,"lots of drift on these samples, high wind: no anwser"
550,4/16/2003,1/0/1900,0.300000012,2,hi_ow,0.031399999,60,8,9,9,8.666666985,7885.95752,2,1,5,2.666666746,2426.448486,4,6,2,4,3639.672607,0,1,1,0.666666687,606.6121216,0,1,0,0.333333343,303.3060608,0,0,0,0,0,14861.9968,7,200,12,6,13,10.33333302,9402.487016,1,4,1,2,1819.836253,8,2,3,4.333333492,3942.978692,0,0,0,0,0,1,0,0,0.333333343,303.3060511,0,0,0,0,0,15468.60801,7,200,15165.3024,8644.222268,2123.142369,3791.32565,303.3060608,303.306056,0,
551,4/18/2003,1/0/1900,1.200000048,2,rn_ow,0.031399999,58,204,205,274,227.6666718,22657.91016,304,219,223,248.6666718,24747.87891,453,480,527,486.6666565,48434.18359,17,17,15,16.33333397,1625.531006,7,8,8,7.666666508,763.0042725,0,0,0,0,0,98228.50793,40,125,100,75,84,86.33333588,13747.34732,196,147,145,162.6666718,25902.33786,430,337,361,376,59872.61515,5,5,4,4.666666508,743.0998081,14,11,8,11,1751.592464,0,0,0,0,0,102016.9926,40,200,100122.7503,18202.62874,25325.10838,54153.39937,1184.315407,1257.298368,0,
552,6/1/2003,1/0/1900,999,2,pt_is,0.031399999,78,3,4,4,3.666666746,31139.41992,1,4,2,2.333333254,19815.99414,6,4,3,4.333333492,36801.13281,0,4,0,1.333333373,11323.42578,0,0,0,0,0,0,0,0,0,0,99079.97266,0.300000012,80,0,0,1,0.333333343,3538.570517,3,1,4,2.666666746,28308.56413,3,6,4,4.333333492,46001.41703,1,2,2,1.666666627,17692.85163,3,0,0,1,10615.71123,0,0,0,0,0,106157.1146,0.300000012,100,102618.5436,17338.99522,24062.27914,41401.27492,14508.13871,5307.855617,0,
553,6/1/2003,1/0/1900,4,2,pt_ow,0.031399999,76,0,1,0,0.333333343,53.07856369,120,147,114,127,20222.93164,94,101,92,95.66666412,15233.5459,39,35,21,31.66666603,5042.462891,1,1,0,0.666666687,106.1571274,0,0,0,0,0,40658.17612,40,200,0,0,0,0,0,218,230,227,225,22392.5173,213,215,221,216.3333282,21529.9902,55,59,66,60,5971.337947,0,0,0,0,0,0,0,0,0,0,49893.84545,40,125,45276.01079,26.53928185,21307.72447,18381.76805,5506.900419,53.07856369,0,
554,7/1/2003,1/0/1900,4.5,2,sj_ow,0.031399999,77,0,1,3,1.333333373,79.617836,70,144,211,141.6666718,8459.395508,62,144,195,133.6666718,7981.688477,34,63,61,52.66666794,3144.904541,2,2,0,1.333333373,79.617836,0,0,0,0,0,19745.2242,40,75,1,4,1,2,119.4267589,164,147,149,153.3333282,9156.051215,173,144,152,156.3333282,9335.191353,67,53,38,52.66666794,3144.904728,0,0,0,0,0,0,0,0,0,0,21755.57405,40,75,20750.39913,99.52229747,8807.723361,8658.439915,3144.904634,39.808918,0,
555,9/7/2000,,0.899999976,2,ww_is,0.031399999,73,27,28,32,29,138535.0313,0,0,0,0,0,2,4,0,2,9554.140625,0,0,0,0,0,0,2,0,0.666666687,3184.713379,0,0,0,0,0,151273.8853,1,150,50,41,35,42,200636.9503,0,0,0,0,0,2,4,5,3.666666746,17515.92461,0,0,0,0,0,1,1,1,1,4777.070244,0,0,0,0,0,222929.9451,1,150,187101.9152,169585.9908,0,13535.03262,0,3980.891812,0,
556,8/10/2000,1/0/1900,0.300000012,2,nc_is,0.031399999,86,35,32,40,35.66666794,56794.05469,0,0,0,0,0,6,6,4,5.333333492,8492.569336,3,5,5,4.333333492,6900.212402,0,0,0,0,0,0,0,0,0,0,72186.83643,3,150,36,42,30,36,57324.84066,0,0,0,0,0,3,6,4,4.333333492,6900.212555,1,2,5,2.666666746,4246.28462,0,0,0,0,0,0,0,0,0,0,68471.33784,3,150,70329.08713,57059.44768,0,7696.390946,5573.248511,0,0,
557,8/10/2000,1/0/1900,0.899999976,2,wc_is,0.031399999,82,19,25,16,20,42462.84375,5,1,3,3,6369.426758,5,5,1,3.666666746,7784.855469,0,1,0,0.333333343,707.7141113,0,0,0,0,0,0,0,0,0,0,57324.84009,3,200,13,14,9,12,25477.70696,1,1,0,0.666666687,1415.428207,2,3,3,2.666666746,5661.712827,4,2,0,2,4246.284494,0,0,0,0,0,0,0,0,0,0,36801.13249,3,200,47062.98629,33970.27536,3892.427482,6723.284148,2476.999302,0,0,
558,8/10/2000,1/0/1900,0.899999976,2,ww_is,0.031399999,79,8,12,21,13.66666698,21762.20898,0,0,0,0,0,1,7,0,2.666666746,4246.284668,6,1,2,3,4777.069824,0,0,0,0,0,0,0,0,0,0,30785.56348,3,150,8,7,12,9,14331.21017,0,0,0,0,0,3,2,2,2.333333254,3715.498805,2,2,3,2.333333254,3715.498805,0,0,0,0,0,0,0,0,0,0,21762.20778,3,150,26273.88563,18046.70958,0,3980.891737,4246.284315,0,0,
559,8/10/2000,1/0/1900,3.700000048,2,nc_ow,0.031399999,82,14,12,15,13.66666698,2720.276123,59,62,72,64.33333588,12805.20313,82,89,111,94,18710.19141,10,11,10,10.33333302,2056.794189,0,0,0,0,0,0,0,0,0,0,36292.46484,40,250,8,11,13,10.66666698,2123.142444,70,81,74,75,14928.34487,104,103,105,104,20700.63822,14,13,10,12.33333302,2454.883315,0,0,0,0,0,0,0,0,0,0,40207.00884,40,250,38249.73684,2421.709284,13866.774,19705.41481,2255.838752,0,0,
560,5/27/1999,1/0/1900,1.100000024,2,wc_is,0.01026,70,10,16,8,11.33333302,92051.11719,0,0,2,0.666666687,5414.771484,4,5,10,6.333333492,51440.32813,5,6,8,6.333333492,51440.32813,0,0,0,0,0,0,0,0,0,0,200346.5449,1.799999952,150,10,16,8,11.33333302,92051.11289,0,0,2,0.666666687,5414.77166,4,5,10,6.333333492,51440.33052,5,6,8,6.333333492,51440.33052,0,0,0,0,0,0,0,0,0,0,200346.5456,1.799999952,150,200346.5453,92051.11504,5414.771572,51440.32932,51440.32932,0,0,only a single sample taken
561,5/27/1999,1/0/1900,0.600000024,2,nc_is,0.01026,74,426,374,258,352.6666565,1393498.75,1,3,1,1.666666627,6585.532715,9,8,6,7.666666508,30293.45117,15,15,8,12.66666698,50050.05078,0,0,0,0,0,0,0,0,0,0,1480427.785,3.700000048,150,426,374,258,352.6666565,1393498.692,1,3,1,1.666666627,6585.532603,9,8,6,7.666666508,30293.45007,15,15,8,12.66666698,50050.05023,0,0,0,0,0,0,0,0,0,0,1480427.725,3.700000048,150,1480427.755,1393498.721,6585.532659,30293.45062,50050.05051,0,0,only a single sample taken
562,5/27/1999,1/0/1900,0,2,wc_ow,0.01026,70,9,1,12,7.333333492,2680.311768,12,13,15,13.33333302,4873.294434,73,51,55,59.66666794,21807.99219,5,1,2,2.666666746,974.6588745,0,0,0,0,0,0,0,0,0,0,30336.25726,40,150,9,1,12,7.333333492,2680.311928,12,13,15,13.33333302,4873.294193,73,51,55,59.66666794,21807.9925,5,1,2,2.666666746,974.6588909,0,0,0,0,0,0,0,0,0,0,30336.25751,40,150,30336.25739,2680.311848,4873.294313,21807.99234,974.6588827,0,0,only a single sample taken
563,5/11/2005,1/0/1900,0.5,2,nc_is,0.070699997,65,236,281,251,256,181046.6719,59,61,54,58,41018.38672,84,80,70,78,55162.66016,3,1,2,2,1414.427124,5,8,3,5.333333492,3771.805664,0,0,0,0,0,282413.9515,3,150,300,266,263,276.3333435,195426.6935,14,18,34,22,15558.69879,69,69,52,63.33333206,44790.19258,2,0,1,1,707.2135812,2,1,4,2.333333254,1650.164967,0,0,0,0,0,258132.9634,3,150,270273.4575,188236.6827,28288.54275,49976.42637,1060.820353,2710.985315,0,
564,5/12/2005,1/0/1900,1,2,ww_is,0.070699997,62,38,22,38,32.66666794,15401.54102,7,8,8,7.666666508,3614.646973,13,6,8,9,4243.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23259.46924,3,100,72,70,60,67.33333588,31746.03307,16,13,13,14,6600.660091,25,32,34,30.33333397,14301.4305,0,2,0,0.666666687,314.3171566,0,0,0,0,0,0,0,0,0,0,52962.44081,3,100,38110.95502,23573.78704,5107.653532,9272.355874,157.1585783,0,0,
565,5/12/2005,1/0/1900,7,2,ww_ow,0.070699997,62,32,18,28,26,1838.755371,278,285,242,268.3333435,18976.89844,352,346,333,343.6666565,24304.57227,45,48,20,37.66666794,2663.838135,0,0,0,0,0,0,0,0,0,0,47784.06421,40,200,25,23,26,24.66666603,1744.46022,281,189,272,247.3333282,17491.74987,306,288,309,301,21287.12999,33,18,27,26,1838.755414,0,0,0,0,0,0,0,0,0,0,42362.09549,40,200,45073.07985,1791.607796,18234.32415,22795.85113,2251.296775,0,0,
566,5/24/2005,1/0/1900,1.799999952,2,ww_is,0.070699997,68,42,30,36,36,12729.84473,20,10,16,15.33333302,5421.970703,16,29,24,23,8132.956055,0,1,0,0.333333343,117.868927,1,1,0,0.666666687,235.737854,0,0,0,0,0,26638.37827,3,75,36,38,43,39,13790.66483,19,22,19,20,7072.135812,34,25,21,26.66666603,9429.514191,1,1,0,0.666666687,235.7378674,0,0,1,0.333333343,117.8689337,0,0,0,0,0,30645.92164,3,75,28642.14995,13260.25478,6247.053258,8781.235123,176.8033972,176.8033939,0,
567,5/24/2005,1/0/1900,5,2,ww_ow,0.070699997,71,52,48,46,48.66666794,3441.773193,244,235,255,244.6666718,17303.16016,310,306,291,302.3333435,21381.42578,33,31,28,30.66666603,2168.78833,0,0,0,0,0,0,0,0,0,0,44295.14746,40,200,44,31,47,40.66666794,2876.002148,175,239,192,202,14285.71514,325,331,337,331,23408.77085,41,32,32,35,2475.247673,0,0,0,0,0,0,0,0,0,0,43045.73582,40,200,43670.44164,3158.887671,15794.43765,22395.09832,2322.018002,0,0,
568,5/24/2005,1/0/1900,10,2,pb_ow,0.070699997,74,57,58,50,55,3889.674805,282,295,268,281.6666565,19919.84961,352,409,355,372,26308.34766,64,38,53,51.66666794,3653.937256,4,3,0,2.333333254,165.01651,0,0,0,0,0,53936.82584,40,200,32,33,14,26.33333397,1862.329247,387,321,342,350,24752.47673,475,354,315,381.3333435,26968.41347,45,49,59,51,3606.789467,3,0,2,1.666666627,117.868934,0,0,0,0,0,57307.87785,40,200,55622.35184,2876.002026,22336.16317,26638.38056,3630.363361,141.442722,0,
